index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,geometry,VL
369,219,105011011,Podiceps cristatus,2018-02-02,2,Jetée et Port des Pâquis,46.2102,6.1546,3.0,data/images/podiceps_cristatus/original/105011011.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/105011011.jpg,POINT (500907 118451),2952.58
370,220,105011001,Podiceps cristatus,2018-02-02,2,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/podiceps_cristatus/original/105011001.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/105011001.jpg,POINT (500907 118451),1444.32
371,221,105010991,Podiceps cristatus,2018-02-02,2,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/podiceps_cristatus/original/105010991.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/105010991.jpg,POINT (500907 118451),3438.46
372,225,102972921,Podiceps cristatus,2018-05-03,5,Luzern--Inseli Park,47.0494,8.3142,4.333333333333333,data/images/podiceps_cristatus/original/102972921.jpg,434,666530,211301,data/images/podiceps_cristatus/cropped/102972921.jpg,POINT (666530 211301),537.01
373,239,84360341,Podiceps cristatus,2018-01-26,1,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,2.6666666666666665,data/images/podiceps_cristatus/original/84360341.jpg,434,665988,211495,data/images/podiceps_cristatus/cropped/84360341.jpg,POINT (665988 211495),148.47
374,240,84360331,Podiceps cristatus,2018-01-26,1,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,2.6666666666666665,data/images/podiceps_cristatus/original/84360331.jpg,434,665988,211495,data/images/podiceps_cristatus/cropped/84360331.jpg,POINT (665988 211495),82.09
375,242,76129091,Podiceps cristatus,2017-11-24,11,Fanel--Chablais de Cudrefin,46.9777,7.037000000000001,3.5,data/images/podiceps_cristatus/original/76129091.jpg,429,569441,203038,data/images/podiceps_cristatus/cropped/76129091.jpg,POINT (569441 203038),375.7
376,243,73009611,Podiceps cristatus,2017-10-25,10,Jetée et Port des Pâquis,46.2102,6.1546,3.5,data/images/podiceps_cristatus/original/73009611.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/73009611.jpg,POINT (500907 118451),3498.51
377,244,72999571,Podiceps cristatus,2017-10-25,10,Parc du Pélican,46.5135,6.5726,3.0,data/images/podiceps_cristatus/original/72999571.jpg,374,533536,151723,data/images/podiceps_cristatus/cropped/72999571.jpg,POINT (533536 151723),1067.75
378,246,71612241,Podiceps cristatus,2017-09-29,9,Greifensee (general area),47.3507,8.6771,3.0,data/images/podiceps_cristatus/original/71612241.jpg,435,693575,245166,data/images/podiceps_cristatus/cropped/71612241.jpg,POINT (693575 245166),2105.99
379,247,71612231,Podiceps cristatus,2017-09-29,9,Greifensee (general area),47.3507,8.6771,3.0,data/images/podiceps_cristatus/original/71612231.jpg,435,693575,245166,data/images/podiceps_cristatus/cropped/71612231.jpg,POINT (693575 245166),341.74
380,248,70812681,Podiceps cristatus,2017-06-06,6,Geneva,46.2242,6.1511,4.5,data/images/podiceps_cristatus/original/70812681.jpg,374,500662,120012,data/images/podiceps_cristatus/cropped/70812681.jpg,POINT (500662 120012),657.73
381,249,70775671,Podiceps cristatus,2017-09-23,9,Greifensee (general area),47.3507,8.6771,3.0,data/images/podiceps_cristatus/original/70775671.jpg,435,693575,245166,data/images/podiceps_cristatus/cropped/70775671.jpg,POINT (693575 245166),1068.41
382,250,70775661,Podiceps cristatus,2017-09-23,9,Greifensee (general area),47.3507,8.6771,3.0,data/images/podiceps_cristatus/original/70775661.jpg,435,693575,245166,data/images/podiceps_cristatus/cropped/70775661.jpg,POINT (693575 245166),1100.04
383,251,70431681,Podiceps cristatus,2017-09-30,9,Ville de Genève (City of Geneva),46.2043,6.1429,3.5,data/images/podiceps_cristatus/original/70431681.jpg,372,499993,117810,data/images/podiceps_cristatus/cropped/70431681.jpg,POINT (499993 117810),384.07
384,253,70431631,Podiceps cristatus,2017-09-30,9,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/podiceps_cristatus/original/70431631.jpg,372,499993,117810,data/images/podiceps_cristatus/cropped/70431631.jpg,POINT (499993 117810),319.97
385,254,68765481,Podiceps cristatus,2016-05-16,5,Les Grangettes (general area),46.3913,6.8971,4.0,data/images/podiceps_cristatus/original/68765481.jpg,373,558345,137915,data/images/podiceps_cristatus/cropped/68765481.jpg,POINT (558345 137915),1725.48
386,255,68765431,Podiceps cristatus,2016-05-16,5,Les Grangettes (general area),46.3913,6.8971,4.0,data/images/podiceps_cristatus/original/68765431.jpg,373,558345,137915,data/images/podiceps_cristatus/cropped/68765431.jpg,POINT (558345 137915),2303.27
387,256,67026301,Podiceps cristatus,2013-11-30,11,Port de Portalban,46.9243,6.955,4.0,data/images/podiceps_cristatus/original/67026301.jpg,429,563165,197137,data/images/podiceps_cristatus/cropped/67026301.jpg,POINT (563165 197137),816.76
388,257,67026291,Podiceps cristatus,2013-11-30,11,Port de Portalban,46.9243,6.955,3.0,data/images/podiceps_cristatus/original/67026291.jpg,429,563165,197137,data/images/podiceps_cristatus/cropped/67026291.jpg,POINT (563165 197137),609.77
389,258,66947631,Podiceps cristatus,2015-04-15,4,Port et Canal de Gletterens,46.9082,6.9285,4.0,data/images/podiceps_cristatus/original/66947631.jpg,429,561135,195360,data/images/podiceps_cristatus/cropped/66947631.jpg,POINT (561135 195360),792.18
390,259,66822991,Podiceps cristatus,2015-09-18,9,Port et Canal de Gletterens,46.9082,6.9285,4.5,data/images/podiceps_cristatus/original/66822991.jpg,429,561135,195360,data/images/podiceps_cristatus/cropped/66822991.jpg,POINT (561135 195360),875.87
391,260,66822981,Podiceps cristatus,2015-09-18,9,Port et Canal de Gletterens,46.9082,6.9285,3.0,data/images/podiceps_cristatus/original/66822981.jpg,429,561135,195360,data/images/podiceps_cristatus/cropped/66822981.jpg,POINT (561135 195360),3460.3
392,261,66789721,Podiceps cristatus,2016-04-16,4,Estavayer-le-Lac--La Corbière (site de baguage) (restricted access),46.8614,6.8595,3.0,data/images/podiceps_cristatus/original/66789721.jpg,429,555840,190194,data/images/podiceps_cristatus/cropped/66789721.jpg,POINT (555840 190194),461.17
393,262,66789711,Podiceps cristatus,2016-04-16,4,Estavayer-le-Lac--La Corbière (site de baguage) (restricted access),46.8614,6.8595,3.0,data/images/podiceps_cristatus/original/66789711.jpg,429,555840,190194,data/images/podiceps_cristatus/cropped/66789711.jpg,POINT (555840 190194),315.56
394,263,66789391,Podiceps cristatus,2016-04-24,4,Port et Canal de Gletterens,46.9082,6.9285,4.0,data/images/podiceps_cristatus/original/66789391.jpg,429,561135,195360,data/images/podiceps_cristatus/cropped/66789391.jpg,POINT (561135 195360),3972.93
395,265,66151031,Podiceps cristatus,2017-08-14,8,Île de Préverenges,46.5074,6.5355,3.0,data/images/podiceps_cristatus/original/66151031.jpg,372,530681,151077,data/images/podiceps_cristatus/cropped/66151031.jpg,POINT (530681 151077),293.42
396,266,66150991,Podiceps cristatus,2017-08-14,8,Île de Préverenges,46.5074,6.5355,3.0,data/images/podiceps_cristatus/original/66150991.jpg,372,530681,151077,data/images/podiceps_cristatus/cropped/66150991.jpg,POINT (530681 151077),3699.78
397,268,62584131,Podiceps cristatus,2017-07-04,7,Port et bord du lac de Lutry,46.5018,6.6827,3.0,data/images/podiceps_cristatus/original/62584131.jpg,374,541973,150335,data/images/podiceps_cristatus/cropped/62584131.jpg,POINT (541973 150335),1129.86
398,271,61222911,Podiceps cristatus,2017-06-10,6,Rade de Genève (Geneva Bay),46.2111,6.1597,3.5,data/images/podiceps_cristatus/original/61222911.jpg,372,501302,118545,data/images/podiceps_cristatus/cropped/61222911.jpg,POINT (501302 118545),1541.16
399,272,61222901,Podiceps cristatus,2017-06-10,6,Rade de Genève (Geneva Bay),46.2111,6.1597,4.5,data/images/podiceps_cristatus/original/61222901.jpg,372,501302,118545,data/images/podiceps_cristatus/cropped/61222901.jpg,POINT (501302 118545),713.6
400,273,61031341,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.5,data/images/podiceps_cristatus/original/61031341.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/61031341.jpg,POINT (731552 279384),2653.52
401,274,61031321,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.0,data/images/podiceps_cristatus/original/61031321.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/61031321.jpg,POINT (731552 279384),710.29
402,275,61031311,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.5,data/images/podiceps_cristatus/original/61031311.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/61031311.jpg,POINT (731552 279384),2259.47
403,276,61031261,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.5,data/images/podiceps_cristatus/original/61031261.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/61031261.jpg,POINT (731552 279384),761.52
404,277,61031251,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.5,data/images/podiceps_cristatus/original/61031251.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/61031251.jpg,POINT (731552 279384),932.28
405,280,61029931,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.0,data/images/podiceps_cristatus/original/61029931.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/61029931.jpg,POINT (731552 279384),381.65
406,281,61027141,Podiceps cristatus,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/podiceps_cristatus/original/61027141.jpg,396,754797,260774,data/images/podiceps_cristatus/cropped/61027141.jpg,POINT (754797 260774),3470.17
407,282,61027071,Podiceps cristatus,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/podiceps_cristatus/original/61027071.jpg,396,754797,260774,data/images/podiceps_cristatus/cropped/61027071.jpg,POINT (754797 260774),2787.41
408,283,61027031,Podiceps cristatus,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/podiceps_cristatus/original/61027031.jpg,396,754797,260774,data/images/podiceps_cristatus/cropped/61027031.jpg,POINT (754797 260774),2585.24
409,284,61026841,Podiceps cristatus,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/podiceps_cristatus/original/61026841.jpg,396,754797,260774,data/images/podiceps_cristatus/cropped/61026841.jpg,POINT (754797 260774),705.07
410,285,60894171,Podiceps cristatus,2014-10-11,10,Jetée et Port des Pâquis,46.2102,6.1546,3.0,data/images/podiceps_cristatus/original/60894171.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/60894171.jpg,POINT (500907 118451),938.3
411,286,60894161,Podiceps cristatus,2014-10-11,10,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/podiceps_cristatus/original/60894161.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/60894161.jpg,POINT (500907 118451),1864.8
412,287,60894031,Podiceps cristatus,2013-08-05,8,Ville de Genève (City of Geneva),46.2043,6.1429,4.0,data/images/podiceps_cristatus/original/60894031.jpg,372,499993,117810,data/images/podiceps_cristatus/cropped/60894031.jpg,POINT (499993 117810),4719.55
413,288,60301151,Podiceps cristatus,2017-06-03,6,Embouchure de la Thielle de Marin,46.9975,7.0152,3.0,data/images/podiceps_cristatus/original/60301151.jpg,429,567794,205248,data/images/podiceps_cristatus/cropped/60301151.jpg,POINT (567794 205248),147.83
414,289,60094151,Podiceps cristatus,2015-05-13,5,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/podiceps_cristatus/original/60094151.jpg,434,665988,211495,data/images/podiceps_cristatus/cropped/60094151.jpg,POINT (665988 211495),1366.36
415,290,57835851,Podiceps cristatus,2017-04-08,4,Port et Canal de Gletterens,46.9082,6.9285,4.0,data/images/podiceps_cristatus/original/57835851.jpg,429,561135,195360,data/images/podiceps_cristatus/cropped/57835851.jpg,POINT (561135 195360),518.97
416,292,55479631,Podiceps cristatus,2017-04-19,4,Kreuzlingen--Seepark,47.6519,9.1897,3.0,data/images/podiceps_cristatus/original/55479631.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/55479631.jpg,POINT (731552 279384),226.73
417,293,55352101,Podiceps cristatus,2017-04-22,4,Les Grangettes (general area),46.3913,6.8971,4.0,data/images/podiceps_cristatus/original/55352101.jpg,373,558345,137915,data/images/podiceps_cristatus/cropped/55352101.jpg,POINT (558345 137915),381.55
418,294,54812061,Podiceps cristatus,2017-04-17,4,Île de Préverenges,46.5074,6.5355,4.333333333333333,data/images/podiceps_cristatus/original/54812061.jpg,372,530681,151077,data/images/podiceps_cristatus/cropped/54812061.jpg,POINT (530681 151077),1187.57
419,295,54145351,Podiceps cristatus,2017-04-11,4,Port de Céligny,46.348,6.2087,3.0,data/images/podiceps_cristatus/original/54145351.jpg,372,505322,133701,data/images/podiceps_cristatus/cropped/54145351.jpg,POINT (505322 133701),2033.38
420,296,51067511,Podiceps cristatus,2017-03-13,3,Zürich river,47.3922,8.519,3.0,data/images/podiceps_cristatus/original/51067511.jpg,401,681566,249603,data/images/podiceps_cristatus/cropped/51067511.jpg,POINT (681566 249603),3227.61
421,298,50128251,Podiceps cristatus,2017-03-05,3,Nuolener Ried,47.2047,8.8758,3.0,data/images/podiceps_cristatus/original/50128251.jpg,408,708883,229192,data/images/podiceps_cristatus/cropped/50128251.jpg,POINT (708883 229192),939.89
422,300,50026331,Podiceps cristatus,2016-09-26,9,Port de Coppet,46.3149,6.1931,4.5,data/images/podiceps_cristatus/original/50026331.jpg,372,504062,130041,data/images/podiceps_cristatus/cropped/50026331.jpg,POINT (504062 130041),240.76
423,301,48657721,Podiceps cristatus,2017-02-14,2,Seefeldquai,47.3626,8.5468,3.0,data/images/podiceps_cristatus/original/48657721.jpg,407,683712,246341,data/images/podiceps_cristatus/cropped/48657721.jpg,POINT (683712 246341),301.2
424,302,48657711,Podiceps cristatus,2017-02-14,2,Seefeldquai,47.3626,8.5468,3.5,data/images/podiceps_cristatus/original/48657711.jpg,407,683712,246341,data/images/podiceps_cristatus/cropped/48657711.jpg,POINT (683712 246341),373.66
425,303,48050581,Podiceps cristatus,2016-09-26,9,Port et bord du lac de Rolle,46.4548,6.3377,4.0,data/images/podiceps_cristatus/original/48050581.jpg,372,515418,145424,data/images/podiceps_cristatus/cropped/48050581.jpg,POINT (515418 145424),1229.53
426,304,46841971,Podiceps cristatus,2017-01-28,1,Les Grangettes (general area),46.3913,6.8971,4.5,data/images/podiceps_cristatus/original/46841971.jpg,373,558345,137915,data/images/podiceps_cristatus/cropped/46841971.jpg,POINT (558345 137915),695.64
427,305,43680371,Podiceps cristatus,2016-03-06,3,Klingnauer Stausee,47.5833,8.2333,4.5,data/images/podiceps_cristatus/original/43680371.jpg,318,659782,270592,data/images/podiceps_cristatus/cropped/43680371.jpg,POINT (659782 270592),1700.98
428,306,43680331,Podiceps cristatus,2014-09-28,9,"Im Roggebode 19, Baden",47.4844,8.2931,3.6666666666666665,data/images/podiceps_cristatus/original/43680331.jpg,353,664401,259643,data/images/podiceps_cristatus/cropped/43680331.jpg,POINT (664401 259643),1228.74
429,308,43470691,Podiceps cristatus,2010-08-15,8,Champ Pittet,46.785,6.6651,3.0,data/images/podiceps_cristatus/original/43470691.jpg,431,540933,181829,data/images/podiceps_cristatus/cropped/43470691.jpg,POINT (540933 181829),99.09
430,314,38453731,Podiceps cristatus,2010-05-18,5,Geneva,46.2131,6.1441,3.0,data/images/podiceps_cristatus/original/38453731.jpg,386,500102,118787,data/images/podiceps_cristatus/cropped/38453731.jpg,POINT (500102 118787),1303.13
431,315,38453661,Podiceps cristatus,2010-05-18,5,Geneva,46.2131,6.1441,3.0,data/images/podiceps_cristatus/original/38453661.jpg,386,500102,118787,data/images/podiceps_cristatus/cropped/38453661.jpg,POINT (500102 118787),1243.56
432,317,38453481,Podiceps cristatus,2010-05-18,5,Geneva,46.2131,6.1441,4.0,data/images/podiceps_cristatus/original/38453481.jpg,386,500102,118787,data/images/podiceps_cristatus/cropped/38453481.jpg,POINT (500102 118787),1292.71
433,318,38453411,Podiceps cristatus,2010-05-18,5,Geneva,46.2131,6.1441,5.0,data/images/podiceps_cristatus/original/38453411.jpg,386,500102,118787,data/images/podiceps_cristatus/cropped/38453411.jpg,POINT (500102 118787),1274.15
434,319,37785041,Podiceps cristatus,2013-09-13,9,Lucerne - near Kapellbrucke,47.0515,8.3065,3.0,data/images/podiceps_cristatus/original/37785041.jpg,434,665943,211528,data/images/podiceps_cristatus/cropped/37785041.jpg,POINT (665943 211528),1134.51
435,320,37743661,Podiceps cristatus,2016-09-22,9,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/podiceps_cristatus/original/37743661.jpg,408,683281,247925,data/images/podiceps_cristatus/cropped/37743661.jpg,POINT (683281 247925),615.75
436,323,32727991,Podiceps cristatus,2016-06-27,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/podiceps_cristatus/original/32727991.jpg,372,499993,117810,data/images/podiceps_cristatus/cropped/32727991.jpg,POINT (499993 117810),657.64
437,324,32727981,Podiceps cristatus,2016-06-27,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/podiceps_cristatus/original/32727981.jpg,372,499993,117810,data/images/podiceps_cristatus/cropped/32727981.jpg,POINT (499993 117810),1158.94
438,327,31525291,Podiceps cristatus,2016-07-23,7,Pfäffikersee (general area),47.3529,8.7802,3.0,data/images/podiceps_cristatus/original/31525291.jpg,537,701360,245538,data/images/podiceps_cristatus/cropped/31525291.jpg,POINT (701360 245538),293.27
439,328,31497341,Podiceps cristatus,2016-01-12,1,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/podiceps_cristatus/original/31497341.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/31497341.jpg,POINT (500907 118451),468.05
440,329,28677121,Podiceps cristatus,2016-03-26,3,West shore of Lake Lucerne from the river to the Wagner museum,47.0473,8.3202,3.333333333333333,data/images/podiceps_cristatus/original/28677121.jpg,434,666989,211072,data/images/podiceps_cristatus/cropped/28677121.jpg,POINT (666989 211072),441.78
441,331,26957741,Podiceps cristatus,2016-04-12,4,Les Grangettes--Embouchure du Grand Canal,46.3968,6.8875,3.0,data/images/podiceps_cristatus/original/26957741.jpg,372,557611,138532,data/images/podiceps_cristatus/cropped/26957741.jpg,POINT (557611 138532),1690.11
442,332,25750821,Podiceps cristatus,2016-03-10,3,CH-Nidwalden-Buochs-Seestrasse 60 - 46.9730x8.4453,46.973,8.4453,3.5,data/images/podiceps_cristatus/original/25750821.jpg,434,676600,202927,data/images/podiceps_cristatus/cropped/25750821.jpg,POINT (676600 202927),210.48
443,333,23465281,Podiceps cristatus,2016-01-21,1,Seefeldquai,47.3626,8.5468,3.0,data/images/podiceps_cristatus/original/23465281.jpg,407,683712,246341,data/images/podiceps_cristatus/cropped/23465281.jpg,POINT (683712 246341),568.34
444,336,21082681,Podiceps cristatus,2010-01-03,1,Quaibrücke,47.3669,8.5434,3.0,data/images/podiceps_cristatus/original/21082681.jpg,406,683448,246816,data/images/podiceps_cristatus/cropped/21082681.jpg,POINT (683448 246816),523.41
445,337,21082671,Podiceps cristatus,2010-01-03,1,Quaibrücke,47.3669,8.5434,4.0,data/images/podiceps_cristatus/original/21082671.jpg,406,683448,246816,data/images/podiceps_cristatus/cropped/21082671.jpg,POINT (683448 246816),378.55
446,338,20453791,Podiceps cristatus,2015-06-26,6,Montreux beside Lake Geneva,46.4268,6.9215,3.0,data/images/podiceps_cristatus/original/20453791.jpg,372,560248,141849,data/images/podiceps_cristatus/cropped/20453791.jpg,POINT (560248 141849),630.37
447,339,20446271,Podiceps cristatus,2015-10-13,10,Parco Civico,46.0051,8.9582,3.0,data/images/podiceps_cristatus/original/20446271.jpg,273,717708,95978,data/images/podiceps_cristatus/cropped/20446271.jpg,POINT (717708 95978),263.93
448,0,206607851,Fulica atra,2015-08-28,8,Seefeldquai,47.3626,8.5468,0.0,data/images/fulica_atra/original/206607851.jpg,407,683712,246341,data/images/fulica_atra/cropped/206607851.jpg,POINT (683712 246341),555.16
449,1,200544381,Fulica atra,2014-01-09,1,Rapperswil--Kloster,47.2269,8.8115,0.0,data/images/fulica_atra/original/200544381.jpg,406,703969,231573,data/images/fulica_atra/cropped/200544381.jpg,POINT (703969 231573),398.15
450,2,200229081,Fulica atra,2020-01-18,1,Port et Canal de Gletterens,46.9082,6.9285,0.0,data/images/fulica_atra/original/200229081.jpg,429,561135,195360,data/images/fulica_atra/cropped/200229081.jpg,POINT (561135 195360),1872.85
451,3,200229071,Fulica atra,2020-01-18,1,Port et Canal de Gletterens,46.9082,6.9285,5.0,data/images/fulica_atra/original/200229071.jpg,429,561135,195360,data/images/fulica_atra/cropped/200229071.jpg,POINT (561135 195360),1613.07
452,4,200196171,Fulica atra,2020-01-13,1,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/fulica_atra/original/200196171.jpg,408,683281,247925,data/images/fulica_atra/cropped/200196171.jpg,POINT (683281 247925),749.63
453,6,200108281,Fulica atra,2020-01-12,1,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/fulica_atra/original/200108281.jpg,408,683281,247925,data/images/fulica_atra/cropped/200108281.jpg,POINT (683281 247925),689.52
454,7,198665711,Fulica atra,2020-01-11,1,Inkwilersee,47.1987,7.6628,4.0,data/images/fulica_atra/original/198665711.jpg,461,616987,227553,data/images/fulica_atra/cropped/198665711.jpg,POINT (616987 227553),290.76
455,8,198644951,Fulica atra,2016-12-28,12,Bodensee,47.5695,9.3823,0.0,data/images/fulica_atra/original/198644951.jpg,402,746245,270566,data/images/fulica_atra/cropped/198644951.jpg,POINT (746245 270566),779.44
456,9,198605751,Fulica atra,2018-04-25,4,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/198605751.jpg,193,709562,113248,data/images/fulica_atra/cropped/198605751.jpg,POINT (709562 113248),329.29
457,10,198033071,Fulica atra,2020-01-05,1,Les Grangettes (general area),46.3913,6.8971,4.0,data/images/fulica_atra/original/198033071.jpg,373,558345,137915,data/images/fulica_atra/cropped/198033071.jpg,POINT (558345 137915),771.78
458,11,198033061,Fulica atra,2020-01-05,1,Les Grangettes (general area),46.3913,6.8971,3.0,data/images/fulica_atra/original/198033061.jpg,373,558345,137915,data/images/fulica_atra/cropped/198033061.jpg,POINT (558345 137915),585.83
459,12,197649041,Fulica atra,2017-05-20,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197649041.jpg,193,709562,113248,data/images/fulica_atra/cropped/197649041.jpg,POINT (709562 113248),4063.04
460,13,197648941,Fulica atra,2017-05-20,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197648941.jpg,193,709562,113248,data/images/fulica_atra/cropped/197648941.jpg,POINT (709562 113248),3240.06
461,14,197643651,Fulica atra,2017-05-26,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197643651.jpg,193,709562,113248,data/images/fulica_atra/cropped/197643651.jpg,POINT (709562 113248),1350.35
462,15,197643521,Fulica atra,2017-05-26,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197643521.jpg,193,709562,113248,data/images/fulica_atra/cropped/197643521.jpg,POINT (709562 113248),1670.88
463,16,197643011,Fulica atra,2017-05-26,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197643011.jpg,193,709562,113248,data/images/fulica_atra/cropped/197643011.jpg,POINT (709562 113248),878.3
464,17,197642991,Fulica atra,2017-05-26,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197642991.jpg,193,709562,113248,data/images/fulica_atra/cropped/197642991.jpg,POINT (709562 113248),1312.36
465,18,197510321,Fulica atra,2018-08-14,8,"CH-Zürich-Limmatquai (47.3664,8.5444)",47.3664,8.5444,0.0,data/images/fulica_atra/original/197510321.jpg,407,683524,246761,data/images/fulica_atra/cropped/197510321.jpg,POINT (683524 246761),469.62
466,19,196753641,Fulica atra,2020-01-02,1,"Gandria, Ticino, CH",46.0056,9.0039,0.0,data/images/fulica_atra/original/196753641.jpg,347,721246,96103,data/images/fulica_atra/cropped/196753641.jpg,POINT (721246 96103),363.62
467,20,196050701,Fulica atra,2019-12-30,12,Zürich schiffstation,47.36600000000001,8.5417,0.0,data/images/fulica_atra/original/196050701.jpg,406,683321,246714,data/images/fulica_atra/cropped/196050701.jpg,POINT (683321 246714),316.56
468,21,193843691,Fulica atra,2019-12-18,12,Teppes de Verbois,46.1804,6.0148,3.0,data/images/fulica_atra/original/193843691.jpg,369,490059,115325,data/images/fulica_atra/cropped/193843691.jpg,POINT (490059 115325),6704.25
469,22,193843611,Fulica atra,2019-12-18,12,Teppes de Verbois,46.1804,6.0148,3.0,data/images/fulica_atra/original/193843611.jpg,369,490059,115325,data/images/fulica_atra/cropped/193843611.jpg,POINT (490059 115325),7438.15
470,23,193318261,Fulica atra,2019-12-15,12,Lac Lema,46.5061,6.6259,0.0,data/images/fulica_atra/original/193318261.jpg,372,537618,150856,data/images/fulica_atra/cropped/193318261.jpg,POINT (537618 150856),472.23
471,24,193318211,Fulica atra,2019-12-15,12,Lac Lema,46.5061,6.6259,0.0,data/images/fulica_atra/original/193318211.jpg,372,537618,150856,data/images/fulica_atra/cropped/193318211.jpg,POINT (537618 150856),526.0
472,25,193318201,Fulica atra,2019-12-15,12,Lac Lema,46.5061,6.6259,0.0,data/images/fulica_atra/original/193318201.jpg,372,537618,150856,data/images/fulica_atra/cropped/193318201.jpg,POINT (537618 150856),598.75
473,26,191657201,Fulica atra,2015-01-02,1,Bolle di Magadino--Sud--Diga della Pèpa,46.1514,8.8656,0.0,data/images/fulica_atra/original/191657201.jpg,193,710240,112104,data/images/fulica_atra/cropped/191657201.jpg,POINT (710240 112104),443.6
474,27,191433971,Fulica atra,2018-04-30,4,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191433971.jpg,193,709562,113248,data/images/fulica_atra/cropped/191433971.jpg,POINT (709562 113248),804.35
475,28,191433891,Fulica atra,2018-04-30,4,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191433891.jpg,193,709562,113248,data/images/fulica_atra/cropped/191433891.jpg,POINT (709562 113248),739.1
476,29,191433691,Fulica atra,2018-04-30,4,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191433691.jpg,193,709562,113248,data/images/fulica_atra/cropped/191433691.jpg,POINT (709562 113248),705.61
477,30,191433501,Fulica atra,2018-04-30,4,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191433501.jpg,193,709562,113248,data/images/fulica_atra/cropped/191433501.jpg,POINT (709562 113248),644.47
478,31,191419561,Fulica atra,2018-06-02,6,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191419561.jpg,193,709562,113248,data/images/fulica_atra/cropped/191419561.jpg,POINT (709562 113248),706.58
479,32,191419491,Fulica atra,2018-06-02,6,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191419491.jpg,193,709562,113248,data/images/fulica_atra/cropped/191419491.jpg,POINT (709562 113248),666.68
