index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,VL
453,6,200108281,Fulica atra,2020-01-12,1,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/fulica_atra/original/200108281.jpg,408,683281,247925,data/images/fulica_atra/cropped/200108281.jpg,1187.84
454,7,198665711,Fulica atra,2020-01-11,1,Inkwilersee,47.1987,7.6628,4.0,data/images/fulica_atra/original/198665711.jpg,461,616987,227553,data/images/fulica_atra/cropped/198665711.jpg,516.95
455,8,198644951,Fulica atra,2016-12-28,12,Bodensee,47.5695,9.3823,0.0,data/images/fulica_atra/original/198644951.jpg,402,746245,270566,data/images/fulica_atra/cropped/198644951.jpg,1271.55
456,9,198605751,Fulica atra,2018-04-25,4,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/198605751.jpg,193,709562,113248,data/images/fulica_atra/cropped/198605751.jpg,573.64
457,10,198033071,Fulica atra,2020-01-05,1,Les Grangettes (general area),46.3913,6.8971,4.0,data/images/fulica_atra/original/198033071.jpg,373,558345,137915,data/images/fulica_atra/cropped/198033071.jpg,1371.55
458,11,198033061,Fulica atra,2020-01-05,1,Les Grangettes (general area),46.3913,6.8971,3.0,data/images/fulica_atra/original/198033061.jpg,373,558345,137915,data/images/fulica_atra/cropped/198033061.jpg,1041.89
459,12,197649041,Fulica atra,2017-05-20,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197649041.jpg,193,709562,113248,data/images/fulica_atra/cropped/197649041.jpg,6747.98
460,13,197648941,Fulica atra,2017-05-20,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197648941.jpg,193,709562,113248,data/images/fulica_atra/cropped/197648941.jpg,5640.44
461,14,197643651,Fulica atra,2017-05-26,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197643651.jpg,193,709562,113248,data/images/fulica_atra/cropped/197643651.jpg,2237.76
462,15,197643521,Fulica atra,2017-05-26,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197643521.jpg,193,709562,113248,data/images/fulica_atra/cropped/197643521.jpg,2842.79
463,16,197643011,Fulica atra,2017-05-26,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197643011.jpg,193,709562,113248,data/images/fulica_atra/cropped/197643011.jpg,1499.92
464,17,197642991,Fulica atra,2017-05-26,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/197642991.jpg,193,709562,113248,data/images/fulica_atra/cropped/197642991.jpg,2070.4
465,18,197510321,Fulica atra,2018-08-14,8,"CH-Zürich-Limmatquai (47.3664,8.5444)",47.3664,8.5444,0.0,data/images/fulica_atra/original/197510321.jpg,407,683524,246761,data/images/fulica_atra/cropped/197510321.jpg,871.27
466,19,196753641,Fulica atra,2020-01-02,1,"Gandria, Ticino, CH",46.0056,9.0039,0.0,data/images/fulica_atra/original/196753641.jpg,347,721246,96103,data/images/fulica_atra/cropped/196753641.jpg,641.6
467,20,196050701,Fulica atra,2019-12-30,12,Zürich schiffstation,47.36600000000001,8.5417,0.0,data/images/fulica_atra/original/196050701.jpg,406,683321,246714,data/images/fulica_atra/cropped/196050701.jpg,637.62
468,21,193843691,Fulica atra,2019-12-18,12,Teppes de Verbois,46.1804,6.0148,3.0,data/images/fulica_atra/original/193843691.jpg,369,490059,115325,data/images/fulica_atra/cropped/193843691.jpg,9521.58
469,22,193843611,Fulica atra,2019-12-18,12,Teppes de Verbois,46.1804,6.0148,3.0,data/images/fulica_atra/original/193843611.jpg,369,490059,115325,data/images/fulica_atra/cropped/193843611.jpg,10506.99
470,23,193318261,Fulica atra,2019-12-15,12,Lac Lema,46.5061,6.6259,0.0,data/images/fulica_atra/original/193318261.jpg,372,537618,150856,data/images/fulica_atra/cropped/193318261.jpg,756.69
471,24,193318211,Fulica atra,2019-12-15,12,Lac Lema,46.5061,6.6259,0.0,data/images/fulica_atra/original/193318211.jpg,372,537618,150856,data/images/fulica_atra/cropped/193318211.jpg,774.84
472,25,193318201,Fulica atra,2019-12-15,12,Lac Lema,46.5061,6.6259,0.0,data/images/fulica_atra/original/193318201.jpg,372,537618,150856,data/images/fulica_atra/cropped/193318201.jpg,923.59
473,26,191657201,Fulica atra,2015-01-02,1,Bolle di Magadino--Sud--Diga della Pèpa,46.1514,8.8656,0.0,data/images/fulica_atra/original/191657201.jpg,193,710240,112104,data/images/fulica_atra/cropped/191657201.jpg,776.99
474,27,191433971,Fulica atra,2018-04-30,4,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191433971.jpg,193,709562,113248,data/images/fulica_atra/cropped/191433971.jpg,1435.6
475,28,191433891,Fulica atra,2018-04-30,4,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191433891.jpg,193,709562,113248,data/images/fulica_atra/cropped/191433891.jpg,1172.8
476,29,191433691,Fulica atra,2018-04-30,4,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191433691.jpg,193,709562,113248,data/images/fulica_atra/cropped/191433691.jpg,1216.63
477,30,191433501,Fulica atra,2018-04-30,4,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191433501.jpg,193,709562,113248,data/images/fulica_atra/cropped/191433501.jpg,1163.1
478,31,191419561,Fulica atra,2018-06-02,6,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191419561.jpg,193,709562,113248,data/images/fulica_atra/cropped/191419561.jpg,1196.9
479,32,191419491,Fulica atra,2018-06-02,6,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/191419491.jpg,193,709562,113248,data/images/fulica_atra/cropped/191419491.jpg,1175.99
480,33,190821611,Fulica atra,2019-12-01,12,Coppet,46.3179,6.1875,3.0,data/images/fulica_atra/original/190821611.jpg,395,503636,130381,data/images/fulica_atra/cropped/190821611.jpg,260.68
481,34,190619331,Fulica atra,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/fulica_atra/original/190619331.jpg,372,501507,118330,data/images/fulica_atra/cropped/190619331.jpg,1714.79
482,36,190619311,Fulica atra,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/fulica_atra/original/190619311.jpg,372,501507,118330,data/images/fulica_atra/cropped/190619311.jpg,962.83
483,37,189959981,Fulica atra,2019-06-02,6,Lütschinendelta,46.691,7.8985,5.0,data/images/fulica_atra/original/189959981.jpg,564,635177,171190,data/images/fulica_atra/cropped/189959981.jpg,1670.72
484,38,189959961,Fulica atra,2019-06-02,6,Lütschinendelta,46.691,7.8985,5.0,data/images/fulica_atra/original/189959961.jpg,564,635177,171190,data/images/fulica_atra/cropped/189959961.jpg,2497.6
485,39,188086391,Fulica atra,2019-11-15,11,Teppes de Verbois,46.1804,6.0148,3.0,data/images/fulica_atra/original/188086391.jpg,369,490059,115325,data/images/fulica_atra/cropped/188086391.jpg,8200.24
486,40,187815321,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815321.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815321.jpg,3866.26
487,41,187815311,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815311.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815311.jpg,4643.79
488,42,187815301,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815301.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815301.jpg,3912.67
489,43,187815291,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815291.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815291.jpg,2842.32
490,44,187815281,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815281.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815281.jpg,4867.1
491,45,187815271,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815271.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815271.jpg,3725.81
492,46,187815261,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815261.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815261.jpg,3855.92
493,47,187815251,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815251.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815251.jpg,3013.44
494,48,187211941,Fulica atra,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/fulica_atra/original/187211941.jpg,407,683712,246341,data/images/fulica_atra/cropped/187211941.jpg,346.64
495,49,187211921,Fulica atra,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/fulica_atra/original/187211921.jpg,407,683712,246341,data/images/fulica_atra/cropped/187211921.jpg,333.76
496,50,186459811,Fulica atra,2015-03-27,3,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/186459811.jpg,193,709562,113248,data/images/fulica_atra/cropped/186459811.jpg,773.75
497,51,186384091,Fulica atra,2017-05-05,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/186384091.jpg,193,709562,113248,data/images/fulica_atra/cropped/186384091.jpg,1327.28
498,52,184926561,Fulica atra,2019-10-04,10,lucern,47.0547,8.3311,0.0,data/images/fulica_atra/original/184926561.jpg,440,667808,211904,data/images/fulica_atra/cropped/184926561.jpg,1595.23
499,53,182886281,Fulica atra,2010-09-04,9,La Brevine,46.9659,6.5766,3.0,data/images/fulica_atra/original/182886281.jpg,1060,534396,202009,data/images/fulica_atra/cropped/182886281.jpg,556.49
500,54,182750671,Fulica atra,2019-10-17,10,Frauenwinkel (general area),47.212,8.7873,4.666666666666667,data/images/fulica_atra/original/182750671.jpg,406,702165,229885,data/images/fulica_atra/cropped/182750671.jpg,806.28
501,55,182749281,Fulica atra,2019-10-17,10,Frauenwinkel (general area),47.212,8.7873,5.0,data/images/fulica_atra/original/182749281.jpg,406,702165,229885,data/images/fulica_atra/cropped/182749281.jpg,1467.82
502,56,182749131,Fulica atra,2019-10-17,10,Frauenwinkel (general area),47.212,8.7873,0.0,data/images/fulica_atra/original/182749131.jpg,406,702165,229885,data/images/fulica_atra/cropped/182749131.jpg,1272.66
503,57,182456201,Fulica atra,2019-10-16,10,Brüglingen Botanischen Gartens,47.5362,7.6138,4.0,data/images/fulica_atra/original/182456201.jpg,265,613190,265067,data/images/fulica_atra/cropped/182456201.jpg,619.15
504,58,182456181,Fulica atra,2019-10-16,10,Brüglingen Botanischen Gartens,47.5362,7.6138,4.0,data/images/fulica_atra/original/182456181.jpg,265,613190,265067,data/images/fulica_atra/cropped/182456181.jpg,844.29
505,60,181523291,Fulica atra,2019-10-11,10,Klingnauer Stausee,47.5833,8.2333,4.5,data/images/fulica_atra/original/181523291.jpg,318,659782,270592,data/images/fulica_atra/cropped/181523291.jpg,777.36
506,61,181523281,Fulica atra,2019-10-11,10,Klingnauer Stausee,47.5833,8.2333,4.5,data/images/fulica_atra/original/181523281.jpg,318,659782,270592,data/images/fulica_atra/cropped/181523281.jpg,1416.21
507,62,181493341,Fulica atra,2019-09-19,9,Arboretum Zürich,47.3628,8.5363,4.0,data/images/fulica_atra/original/181493341.jpg,406,682918,246352,data/images/fulica_atra/cropped/181493341.jpg,1023.71
508,64,181189391,Fulica atra,2019-10-09,10,Pointe à la Bise,46.2445,6.1925,3.0,data/images/fulica_atra/original/181189391.jpg,372,503892,122216,data/images/fulica_atra/cropped/181189391.jpg,217.36
509,65,177186691,Fulica atra,2010-04-11,4,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,4.0,data/images/fulica_atra/original/177186691.jpg,261,620719,265311,data/images/fulica_atra/cropped/177186691.jpg,874.46
510,66,177185011,Fulica atra,2009-06-13,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/fulica_atra/original/177185011.jpg,261,620719,265311,data/images/fulica_atra/cropped/177185011.jpg,902.74
511,67,177185001,Fulica atra,2009-06-13,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,0.0,data/images/fulica_atra/original/177185001.jpg,261,620719,265311,data/images/fulica_atra/cropped/177185001.jpg,604.91
512,68,177184991,Fulica atra,2009-06-13,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/fulica_atra/original/177184991.jpg,261,620719,265311,data/images/fulica_atra/cropped/177184991.jpg,1956.76
513,69,177182251,Fulica atra,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/fulica_atra/original/177182251.jpg,261,620719,265311,data/images/fulica_atra/cropped/177182251.jpg,1076.03
514,70,177182241,Fulica atra,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/fulica_atra/original/177182241.jpg,261,620719,265311,data/images/fulica_atra/cropped/177182241.jpg,954.64
515,71,177182221,Fulica atra,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/fulica_atra/original/177182221.jpg,261,620719,265311,data/images/fulica_atra/cropped/177182221.jpg,1445.93
516,72,177180681,Fulica atra,2009-05-21,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/fulica_atra/original/177180681.jpg,261,620719,265311,data/images/fulica_atra/cropped/177180681.jpg,1510.3
517,73,177180661,Fulica atra,2009-05-21,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,0.0,data/images/fulica_atra/original/177180661.jpg,261,620719,265311,data/images/fulica_atra/cropped/177180661.jpg,2593.19
518,74,177179201,Fulica atra,2009-04-19,4,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/fulica_atra/original/177179201.jpg,261,620719,265311,data/images/fulica_atra/cropped/177179201.jpg,3147.42
519,75,177040531,Fulica atra,2019-02-16,2,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/fulica_atra/original/177040531.jpg,318,659782,270592,data/images/fulica_atra/cropped/177040531.jpg,1083.41
520,76,177010421,Fulica atra,2019-08-08,8,Île de Préverenges,46.5074,6.5355,3.0,data/images/fulica_atra/original/177010421.jpg,372,530681,151077,data/images/fulica_atra/cropped/177010421.jpg,711.1
521,77,176947021,Fulica atra,2019-09-06,9,Ville de Montreux,46.4312,6.9109,0.0,data/images/fulica_atra/original/176947021.jpg,379,559436,142343,data/images/fulica_atra/cropped/176947021.jpg,731.89
522,78,176913611,Fulica atra,2019-09-10,9,Les Grangettes--Lagune des Saviez,46.3947,6.9170000000000025,4.0,data/images/fulica_atra/original/176913611.jpg,372,559878,138283,data/images/fulica_atra/cropped/176913611.jpg,1134.17
523,79,176744801,Fulica atra,2019-07-18,7,Fanel--Centre Nature ASPO (Sauge),46.9746,7.0519,0.0,data/images/fulica_atra/original/176744801.jpg,432,570573,202687,data/images/fulica_atra/cropped/176744801.jpg,4284.13
524,80,176744791,Fulica atra,2019-07-18,7,Fanel--Centre Nature ASPO (Sauge),46.9746,7.0519,3.0,data/images/fulica_atra/original/176744791.jpg,432,570573,202687,data/images/fulica_atra/cropped/176744791.jpg,2289.08
525,81,174635411,Fulica atra,2019-07-20,7,Lütschinendelta,46.691,7.8985,3.0,data/images/fulica_atra/original/174635411.jpg,564,635177,171190,data/images/fulica_atra/cropped/174635411.jpg,1866.34
526,82,174490541,Fulica atra,2017-07-29,7,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/fulica_atra/original/174490541.jpg,434,665988,211495,data/images/fulica_atra/cropped/174490541.jpg,1333.7
527,84,173455681,Fulica atra,2019-08-13,8,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/fulica_atra/original/173455681.jpg,396,754797,260774,data/images/fulica_atra/cropped/173455681.jpg,472.68
528,86,173271901,Fulica atra,2019-08-18,8,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/173271901.jpg,408,683281,247925,data/images/fulica_atra/cropped/173271901.jpg,1886.8
529,89,173161831,Fulica atra,2019-08-17,8,Le Creux de Terre,46.7208,6.5654,0.0,data/images/fulica_atra/original/173161831.jpg,438,533240,174772,data/images/fulica_atra/cropped/173161831.jpg,901.32
530,90,173059761,Fulica atra,2018-02-24,2,"Münsterbrücke, Zürich, Zürich, CH (47.37, 8.542)",47.3698,8.5422,4.0,data/images/fulica_atra/original/173059761.jpg,408,683353,247137,data/images/fulica_atra/cropped/173059761.jpg,2205.86
531,91,173059551,Fulica atra,2018-02-24,2,"Münsterbrücke, Zürich, Zürich, CH (47.37, 8.542)",47.3698,8.5422,4.0,data/images/fulica_atra/original/173059551.jpg,408,683353,247137,data/images/fulica_atra/cropped/173059551.jpg,3156.04
532,92,172988371,Fulica atra,2019-08-15,8,"Montreux-ville, Montreux CH-Vaud (46.4296,6.9141)",46.4296,6.9141,4.0,data/images/fulica_atra/original/172988371.jpg,381,559681,142164,data/images/fulica_atra/cropped/172988371.jpg,889.02
533,93,171595991,Fulica atra,2012-05-05,5,Bolle di Magadino--Sud--Diga della Pèpa,46.1514,8.8656,0.0,data/images/fulica_atra/original/171595991.jpg,193,710240,112104,data/images/fulica_atra/cropped/171595991.jpg,3818.25
534,94,171328651,Fulica atra,2013-05-15,5,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/171328651.jpg,408,683281,247925,data/images/fulica_atra/cropped/171328651.jpg,3523.55
535,95,171328641,Fulica atra,2013-05-15,5,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/171328641.jpg,408,683281,247925,data/images/fulica_atra/cropped/171328641.jpg,4167.82
536,96,171328621,Fulica atra,2013-05-15,5,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/171328621.jpg,408,683281,247925,data/images/fulica_atra/cropped/171328621.jpg,847.97
537,97,171328611,Fulica atra,2013-05-15,5,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/171328611.jpg,408,683281,247925,data/images/fulica_atra/cropped/171328611.jpg,1614.43
538,98,170976131,Fulica atra,2015-10-26,10,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/fulica_atra/original/170976131.jpg,318,659782,270592,data/images/fulica_atra/cropped/170976131.jpg,623.51
539,99,170499661,Fulica atra,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/fulica_atra/original/170499661.jpg,372,499993,117810,data/images/fulica_atra/cropped/170499661.jpg,1652.37
540,100,170499651,Fulica atra,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/fulica_atra/original/170499651.jpg,372,499993,117810,data/images/fulica_atra/cropped/170499651.jpg,2155.39
541,101,170499591,Fulica atra,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/fulica_atra/original/170499591.jpg,372,499993,117810,data/images/fulica_atra/cropped/170499591.jpg,2448.31
542,102,170499581,Fulica atra,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/fulica_atra/original/170499581.jpg,372,499993,117810,data/images/fulica_atra/cropped/170499581.jpg,1239.37
543,103,170499571,Fulica atra,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/fulica_atra/original/170499571.jpg,372,499993,117810,data/images/fulica_atra/cropped/170499571.jpg,4807.67
544,104,170492541,Fulica atra,2019-06-30,6,Port de St-Blaise,47.0104,6.9844,0.0,data/images/fulica_atra/original/170492541.jpg,429,565460,206695,data/images/fulica_atra/cropped/170492541.jpg,514.19
545,105,169989221,Fulica atra,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,3.0,data/images/fulica_atra/original/169989221.jpg,435,666157,211374,data/images/fulica_atra/cropped/169989221.jpg,569.81
546,106,169903391,Fulica atra,2011-09-18,9,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/fulica_atra/original/169903391.jpg,434,665988,211495,data/images/fulica_atra/cropped/169903391.jpg,589.89
547,108,169588691,Fulica atra,2019-07-14,7,"Parco della Pace, Locarno, Ticino, CH",46.1593,8.8036,0.0,data/images/fulica_atra/original/169588691.jpg,193,705435,112897,data/images/fulica_atra/cropped/169588691.jpg,1083.81
548,110,168565711,Fulica atra,2019-07-13,7,"Waterfront, Zurich",47.3665,8.5386,4.0,data/images/fulica_atra/original/168565711.jpg,407,683086,246766,data/images/fulica_atra/cropped/168565711.jpg,1131.28
549,111,168541081,Fulica atra,2014-04-29,4,NSG Häftli,47.1457,7.3363,0.0,data/images/fulica_atra/original/168541081.jpg,427,592238,221641,data/images/fulica_atra/cropped/168541081.jpg,4045.92
550,112,168479441,Fulica atra,2019-07-16,7,"CH-Genève-Promenade du Lac 2 (46,2046,6,1521)",46.2046,6.1521,0.0,data/images/fulica_atra/original/168479441.jpg,372,500703,117832,data/images/fulica_atra/cropped/168479441.jpg,1183.38
551,113,168199221,Fulica atra,2019-07-13,7,"Lac Léman, Veytaux CH-Vaud (46,4122,6,9285)",46.4122,6.9285,0.0,data/images/fulica_atra/original/168199221.jpg,372,560775,140222,data/images/fulica_atra/cropped/168199221.jpg,1107.19
552,115,167953651,Fulica atra,2019-04-25,4,"St. Moritz, Forest Trail",46.4928,9.8578,0.0,data/images/fulica_atra/original/167953651.jpg,1798,785703,151917,data/images/fulica_atra/cropped/167953651.jpg,3306.98
553,116,166891641,Fulica atra,2019-06-28,6,Lake Lucerne,46.9823,8.3314,0.0,data/images/fulica_atra/original/166891641.jpg,434,667922,203856,data/images/fulica_atra/cropped/166891641.jpg,1864.65
554,117,166658901,Fulica atra,2007-07-17,7,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/fulica_atra/original/166658901.jpg,434,665988,211495,data/images/fulica_atra/cropped/166658901.jpg,351.59
555,118,166610961,Fulica atra,2019-05-26,5,Ville de Montreux,46.4312,6.9109,0.0,data/images/fulica_atra/original/166610961.jpg,379,559436,142343,data/images/fulica_atra/cropped/166610961.jpg,508.73
556,119,166553541,Fulica atra,2019-07-01,7,Jardin Anglais,46.2042,6.152,0.0,data/images/fulica_atra/original/166553541.jpg,373,500695,117788,data/images/fulica_atra/cropped/166553541.jpg,5740.8
557,120,166381401,Fulica atra,2013-05-18,5,Étang de la Gruère,47.2385,7.0464,0.0,data/images/fulica_atra/original/166381401.jpg,998,570301,232028,data/images/fulica_atra/cropped/166381401.jpg,22428.92
558,121,166275771,Fulica atra,2019-06-29,6,Le Creux de Terre,46.7208,6.5654,0.0,data/images/fulica_atra/original/166275771.jpg,438,533240,174772,data/images/fulica_atra/cropped/166275771.jpg,5998.46
559,122,165597381,Fulica atra,2019-06-24,6,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/165597381.jpg,408,683281,247925,data/images/fulica_atra/cropped/165597381.jpg,3949.99
560,123,165597371,Fulica atra,2019-06-24,6,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/165597371.jpg,408,683281,247925,data/images/fulica_atra/cropped/165597371.jpg,2633.33
561,124,165596361,Fulica atra,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/fulica_atra/original/165596361.jpg,407,683712,246341,data/images/fulica_atra/cropped/165596361.jpg,392.48
562,125,165534351,Fulica atra,2019-06-23,6,Barrage de Verbois,46.1929,6.0282,0.0,data/images/fulica_atra/original/165534351.jpg,347,491118,116696,data/images/fulica_atra/cropped/165534351.jpg,5413.25
563,126,165534341,Fulica atra,2019-06-23,6,Barrage de Verbois,46.1929,6.0282,0.0,data/images/fulica_atra/original/165534341.jpg,347,491118,116696,data/images/fulica_atra/cropped/165534341.jpg,8355.79
564,127,165008201,Fulica atra,2019-06-08,6,Port et Canal de Gletterens,46.9082,6.9285,0.0,data/images/fulica_atra/original/165008201.jpg,429,561135,195360,data/images/fulica_atra/cropped/165008201.jpg,2666.12
565,132,161019331,Fulica atra,2019-05-21,5,Schadau,46.7458,7.6374,4.0,data/images/fulica_atra/original/161019331.jpg,558,615189,177198,data/images/fulica_atra/cropped/161019331.jpg,1282.24
566,133,160013101,Fulica atra,2019-05-21,5,Marais de Sionnet,46.2324,6.2365,3.0,data/images/fulica_atra/original/160013101.jpg,428,507264,120819,data/images/fulica_atra/cropped/160013101.jpg,11426.92
567,134,156784421,Fulica atra,2019-04-19,4,Thun - Aare River,46.7501,7.635,0.0,data/images/fulica_atra/original/156784421.jpg,559,615004,177676,data/images/fulica_atra/cropped/156784421.jpg,833.23
568,136,155095241,Fulica atra,2019-04-20,4,Bibersee,47.2067,8.465,5.0,data/images/fulica_atra/original/155095241.jpg,428,677759,228926,data/images/fulica_atra/cropped/155095241.jpg,1380.34
569,137,155095231,Fulica atra,2019-04-20,4,Bibersee,47.2067,8.465,4.5,data/images/fulica_atra/original/155095231.jpg,428,677759,228926,data/images/fulica_atra/cropped/155095231.jpg,1270.42
570,138,152498151,Fulica atra,2019-04-19,4,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/fulica_atra/original/152498151.jpg,261,620719,265311,data/images/fulica_atra/cropped/152498151.jpg,2355.21
571,140,150152921,Fulica atra,2019-04-08,4,Port Choiseul,46.2879,6.1719,5.0,data/images/fulica_atra/original/150152921.jpg,372,502381,127066,data/images/fulica_atra/cropped/150152921.jpg,975.21
572,141,149157351,Fulica atra,2019-03-23,3,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/fulica_atra/original/149157351.jpg,408,683281,247925,data/images/fulica_atra/cropped/149157351.jpg,829.19
573,142,148434021,Fulica atra,2019-03-29,3,Port et Canal de Gletterens,46.9082,6.9285,0.0,data/images/fulica_atra/original/148434021.jpg,429,561135,195360,data/images/fulica_atra/cropped/148434021.jpg,4536.26
574,143,148434011,Fulica atra,2019-03-29,3,Port et Canal de Gletterens,46.9082,6.9285,0.0,data/images/fulica_atra/original/148434011.jpg,429,561135,195360,data/images/fulica_atra/cropped/148434011.jpg,1775.49
575,144,148433991,Fulica atra,2019-03-29,3,Port et Canal de Gletterens,46.9082,6.9285,5.0,data/images/fulica_atra/original/148433991.jpg,429,561135,195360,data/images/fulica_atra/cropped/148433991.jpg,915.25
576,145,148257341,Fulica atra,2017-05-15,5,Ville de Montreux,46.4312,6.9109,3.0,data/images/fulica_atra/original/148257341.jpg,379,559436,142343,data/images/fulica_atra/cropped/148257341.jpg,650.25
577,147,148010761,Fulica atra,2019-03-29,3,Badestrand Brüggli,47.1765,8.4962,4.0,data/images/fulica_atra/original/148010761.jpg,413,680168,225600,data/images/fulica_atra/cropped/148010761.jpg,8011.74
578,148,148010341,Fulica atra,2019-03-29,3,Badestrand Brüggli,47.1765,8.4962,0.0,data/images/fulica_atra/original/148010341.jpg,413,680168,225600,data/images/fulica_atra/cropped/148010341.jpg,12322.1
