Unnamed: 0,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage
308,26856941,Fulica atra,2016-04-10,4,Rapperswil--Holzbrücke,47.2206,8.8121,4.0,data/images/fulica_atra/original/26856941.jpg,406,704027,230873,data/images/fulica_atra/cropped/26856941.jpg
310,25739391,Fulica atra,2016-03-11,3,CH-Obwalden-Alpnach-Wichelseestrasse - 46.9226x8.2750,46.9226,8.275,4.0,data/images/fulica_atra/original/25739391.jpg,459,663702,197173,data/images/fulica_atra/cropped/25739391.jpg
311,25415811,Fulica atra,2016-03-06,3,CH-Ticino-Locarno-Lungolago Giuseppe Motta 9 - 46.1673x8.8027,46.1673,8.8027,3.5,data/images/fulica_atra/original/25415811.jpg,193,705350,113785,data/images/fulica_atra/cropped/25415811.jpg
312,24748191,Fulica atra,2016-02-21,2,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/fulica_atra/original/24748191.jpg,406,704027,230873,data/images/fulica_atra/cropped/24748191.jpg
313,22130301,Fulica atra,2014-06-30,6,Parco Civico,46.0051,8.9582,3.0,data/images/fulica_atra/original/22130301.jpg,273,717708,95978,data/images/fulica_atra/cropped/22130301.jpg
314,22130291,Fulica atra,2014-06-30,6,Parco Civico,46.0051,8.9582,3.0,data/images/fulica_atra/original/22130291.jpg,273,717708,95978,data/images/fulica_atra/cropped/22130291.jpg
316,21082691,Fulica atra,2010-01-03,1,Quaibrücke,47.3669,8.5434,3.5,data/images/fulica_atra/original/21082691.jpg,406,683448,246816,data/images/fulica_atra/cropped/21082691.jpg
318,20827591,Fulica atra,2015-10-13,10,Parco Civico,46.0051,8.9582,4.0,data/images/fulica_atra/original/20827591.jpg,273,717708,95978,data/images/fulica_atra/cropped/20827591.jpg
320,20827571,Fulica atra,2015-10-13,10,Parco Civico,46.0051,8.9582,3.5,data/images/fulica_atra/original/20827571.jpg,273,717708,95978,data/images/fulica_atra/cropped/20827571.jpg
0,203864201,Chroicocephalus ridibundus,2017-07-03,7,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/chroicocephalus_ridibundus/original/203864201.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/203864201.jpg
1,203859741,Chroicocephalus ridibundus,2020-01-30,1,"7 Oberer Rheinweg, Basel, Basel-Stadt, CH (47.56, 7.591)",47.5599,7.5913,0.0,data/images/chroicocephalus_ridibundus/original/203859741.jpg,248,611491,267699,data/images/chroicocephalus_ridibundus/cropped/203859741.jpg
2,203836101,Chroicocephalus ridibundus,2020-01-17,1,Île de Préverenges,46.5074,6.5355,3.0,data/images/chroicocephalus_ridibundus/original/203836101.jpg,372,530681,151077,data/images/chroicocephalus_ridibundus/cropped/203836101.jpg
3,200542521,Chroicocephalus ridibundus,2014-04-03,4,Rällikerried,47.3245,8.7025,0.0,data/images/chroicocephalus_ridibundus/original/200542521.jpg,437,695540,242284,data/images/chroicocephalus_ridibundus/cropped/200542521.jpg
4,200512791,Chroicocephalus ridibundus,2020-01-20,1,Rade de Genève (Geneva Bay),46.2111,6.1597,4.0,data/images/chroicocephalus_ridibundus/original/200512791.jpg,372,501302,118545,data/images/chroicocephalus_ridibundus/cropped/200512791.jpg
5,200196711,Chroicocephalus ridibundus,2020-01-13,1,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/chroicocephalus_ridibundus/original/200196711.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/200196711.jpg
6,200196701,Chroicocephalus ridibundus,2020-01-13,1,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/chroicocephalus_ridibundus/original/200196701.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/200196701.jpg
7,200196691,Chroicocephalus ridibundus,2020-01-13,1,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/chroicocephalus_ridibundus/original/200196691.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/200196691.jpg
8,200196661,Chroicocephalus ridibundus,2020-01-13,1,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/chroicocephalus_ridibundus/original/200196661.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/200196661.jpg
9,200196631,Chroicocephalus ridibundus,2020-01-13,1,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/chroicocephalus_ridibundus/original/200196631.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/200196631.jpg
10,200108441,Chroicocephalus ridibundus,2020-01-12,1,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/chroicocephalus_ridibundus/original/200108441.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/200108441.jpg
11,200108401,Chroicocephalus ridibundus,2020-01-12,1,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/chroicocephalus_ridibundus/original/200108401.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/200108401.jpg
12,199975081,Chroicocephalus ridibundus,2017-01-14,1,Stein am Rhein--Nilibucht,47.6536,8.8693,0.0,data/images/chroicocephalus_ridibundus/original/199975081.jpg,399,707481,279085,data/images/chroicocephalus_ridibundus/cropped/199975081.jpg
13,199179591,Chroicocephalus ridibundus,2015-01-11,1,Delta della Maggia--Area Golf,46.148,8.7862,4.0,data/images/chroicocephalus_ridibundus/original/199179591.jpg,196,704113,111618,data/images/chroicocephalus_ridibundus/cropped/199179591.jpg
14,199132041,Chroicocephalus ridibundus,2020-01-13,1,Rade de Genève (Geneva Bay),46.2111,6.1597,4.0,data/images/chroicocephalus_ridibundus/original/199132041.jpg,372,501302,118545,data/images/chroicocephalus_ridibundus/cropped/199132041.jpg
16,198308081,Chroicocephalus ridibundus,2020-01-09,1,"Allschwiler Weiher, Basel-Landschaft,",47.5442,7.5546,5.0,data/images/chroicocephalus_ridibundus/original/198308081.jpg,288,608731,265948,data/images/chroicocephalus_ridibundus/cropped/198308081.jpg
17,198307961,Chroicocephalus ridibundus,2020-01-09,1,"Allschwiler Weiher, Basel-Landschaft,",47.5442,7.5546,4.0,data/images/chroicocephalus_ridibundus/original/198307961.jpg,288,608731,265948,data/images/chroicocephalus_ridibundus/cropped/198307961.jpg
18,198307811,Chroicocephalus ridibundus,2020-01-09,1,"Allschwiler Weiher, Basel-Landschaft,",47.5442,7.5546,5.0,data/images/chroicocephalus_ridibundus/original/198307811.jpg,288,608731,265948,data/images/chroicocephalus_ridibundus/cropped/198307811.jpg
19,198307581,Chroicocephalus ridibundus,2020-01-09,1,"Allschwiler Weiher, Basel-Landschaft,",47.5442,7.5546,3.0,data/images/chroicocephalus_ridibundus/original/198307581.jpg,288,608731,265948,data/images/chroicocephalus_ridibundus/cropped/198307581.jpg
20,198307361,Chroicocephalus ridibundus,2020-01-09,1,"Allschwiler Weiher, Basel-Landschaft,",47.5442,7.5546,3.0,data/images/chroicocephalus_ridibundus/original/198307361.jpg,288,608731,265948,data/images/chroicocephalus_ridibundus/cropped/198307361.jpg
21,198307251,Chroicocephalus ridibundus,2020-01-09,1,"Allschwiler Weiher, Basel-Landschaft,",47.5442,7.5546,3.0,data/images/chroicocephalus_ridibundus/original/198307251.jpg,288,608731,265948,data/images/chroicocephalus_ridibundus/cropped/198307251.jpg
22,198284991,Chroicocephalus ridibundus,2020-01-09,1,"Allschwiler Weiher, Basel-Landschaft,",47.5442,7.5546,5.0,data/images/chroicocephalus_ridibundus/original/198284991.jpg,288,608731,265948,data/images/chroicocephalus_ridibundus/cropped/198284991.jpg
23,198284951,Chroicocephalus ridibundus,2020-01-09,1,"Allschwiler Weiher, Basel-Landschaft,",47.5442,7.5546,5.0,data/images/chroicocephalus_ridibundus/original/198284951.jpg,288,608731,265948,data/images/chroicocephalus_ridibundus/cropped/198284951.jpg
24,198284931,Chroicocephalus ridibundus,2020-01-09,1,"Allschwiler Weiher, Basel-Landschaft,",47.5442,7.5546,5.0,data/images/chroicocephalus_ridibundus/original/198284931.jpg,288,608731,265948,data/images/chroicocephalus_ridibundus/cropped/198284931.jpg
25,198284911,Chroicocephalus ridibundus,2020-01-09,1,"Allschwiler Weiher, Basel-Landschaft,",47.5442,7.5546,5.0,data/images/chroicocephalus_ridibundus/original/198284911.jpg,288,608731,265948,data/images/chroicocephalus_ridibundus/cropped/198284911.jpg
26,197708461,Chroicocephalus ridibundus,2020-01-06,1,Klingnauer Stausee,47.5833,8.2333,5.0,data/images/chroicocephalus_ridibundus/original/197708461.jpg,318,659782,270592,data/images/chroicocephalus_ridibundus/cropped/197708461.jpg
27,197708001,Chroicocephalus ridibundus,2020-01-06,1,Klingnauer Stausee,47.5833,8.2333,3.0,data/images/chroicocephalus_ridibundus/original/197708001.jpg,318,659782,270592,data/images/chroicocephalus_ridibundus/cropped/197708001.jpg
29,196308151,Chroicocephalus ridibundus,2019-12-31,12,Jona Stampf,47.2148,8.8441,0.0,data/images/chroicocephalus_ridibundus/original/196308151.jpg,406,706462,230271,data/images/chroicocephalus_ridibundus/cropped/196308151.jpg
30,196050821,Chroicocephalus ridibundus,2019-12-30,12,Zürich schiffstation,47.36600000000001,8.5417,0.0,data/images/chroicocephalus_ridibundus/original/196050821.jpg,406,683321,246714,data/images/chroicocephalus_ridibundus/cropped/196050821.jpg
31,193318341,Chroicocephalus ridibundus,2019-12-15,12,Lac Lema,46.5061,6.6259,5.0,data/images/chroicocephalus_ridibundus/original/193318341.jpg,372,537618,150856,data/images/chroicocephalus_ridibundus/cropped/193318341.jpg
32,193304171,Chroicocephalus ridibundus,2019-12-15,12,Rapperswil--Holzbrücke,47.2206,8.8121,0.0,data/images/chroicocephalus_ridibundus/original/193304171.jpg,406,704027,230873,data/images/chroicocephalus_ridibundus/cropped/193304171.jpg
37,193268041,Chroicocephalus ridibundus,2019-12-15,12,Founex,46.331,6.1921,3.0,data/images/chroicocephalus_ridibundus/original/193268041.jpg,400,504014,131832,data/images/chroicocephalus_ridibundus/cropped/193268041.jpg
38,192577201,Chroicocephalus ridibundus,2019-12-08,12,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/chroicocephalus_ridibundus/original/192577201.jpg,434,665988,211495,data/images/chroicocephalus_ridibundus/cropped/192577201.jpg
39,191981011,Chroicocephalus ridibundus,2019-12-07,12,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,0.0,data/images/chroicocephalus_ridibundus/original/191981011.jpg,372,501507,118330,data/images/chroicocephalus_ridibundus/cropped/191981011.jpg
40,191841011,Chroicocephalus ridibundus,2011-06-14,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/chroicocephalus_ridibundus/original/191841011.jpg,434,666530,211301,data/images/chroicocephalus_ridibundus/cropped/191841011.jpg
41,191659801,Chroicocephalus ridibundus,2015-01-11,1,Golfo di Ascona,46.1523,8.7664,0.0,data/images/chroicocephalus_ridibundus/original/191659801.jpg,193,702575,112069,data/images/chroicocephalus_ridibundus/cropped/191659801.jpg
42,191659561,Chroicocephalus ridibundus,2015-01-11,1,Golfo di Ascona,46.1523,8.7664,0.0,data/images/chroicocephalus_ridibundus/original/191659561.jpg,193,702575,112069,data/images/chroicocephalus_ridibundus/cropped/191659561.jpg
43,191659241,Chroicocephalus ridibundus,2015-01-11,1,Golfo di Ascona,46.1523,8.7664,0.0,data/images/chroicocephalus_ridibundus/original/191659241.jpg,193,702575,112069,data/images/chroicocephalus_ridibundus/cropped/191659241.jpg
44,190821261,Chroicocephalus ridibundus,2019-12-01,12,Coppet,46.3179,6.1875,4.0,data/images/chroicocephalus_ridibundus/original/190821261.jpg,395,503636,130381,data/images/chroicocephalus_ridibundus/cropped/190821261.jpg
45,190620421,Chroicocephalus ridibundus,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/chroicocephalus_ridibundus/original/190620421.jpg,372,501507,118330,data/images/chroicocephalus_ridibundus/cropped/190620421.jpg
46,190620401,Chroicocephalus ridibundus,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,5.0,data/images/chroicocephalus_ridibundus/original/190620401.jpg,372,501507,118330,data/images/chroicocephalus_ridibundus/cropped/190620401.jpg
48,190620381,Chroicocephalus ridibundus,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/chroicocephalus_ridibundus/original/190620381.jpg,372,501507,118330,data/images/chroicocephalus_ridibundus/cropped/190620381.jpg
49,190620291,Chroicocephalus ridibundus,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/chroicocephalus_ridibundus/original/190620291.jpg,372,501507,118330,data/images/chroicocephalus_ridibundus/cropped/190620291.jpg
50,190618881,Chroicocephalus ridibundus,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/chroicocephalus_ridibundus/original/190618881.jpg,372,501507,118330,data/images/chroicocephalus_ridibundus/cropped/190618881.jpg
51,190618871,Chroicocephalus ridibundus,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/chroicocephalus_ridibundus/original/190618871.jpg,372,501507,118330,data/images/chroicocephalus_ridibundus/cropped/190618871.jpg
52,189059441,Chroicocephalus ridibundus,2019-11-21,11,Glatt River--Opfikon,47.4315,8.57,0.0,data/images/chroicocephalus_ridibundus/original/189059441.jpg,422,685354,254026,data/images/chroicocephalus_ridibundus/cropped/189059441.jpg
53,189059391,Chroicocephalus ridibundus,2019-11-21,11,Glatt River--Opfikon,47.4315,8.57,0.0,data/images/chroicocephalus_ridibundus/original/189059391.jpg,422,685354,254026,data/images/chroicocephalus_ridibundus/cropped/189059391.jpg
54,187938551,Chroicocephalus ridibundus,2019-11-14,11,Zürich--Platzspitz,47.3811,8.5397,4.0,data/images/chroicocephalus_ridibundus/original/187938551.jpg,409,683146,248390,data/images/chroicocephalus_ridibundus/cropped/187938551.jpg
55,187212141,Chroicocephalus ridibundus,2019-11-09,11,Seefeldquai,47.3626,8.5468,5.0,data/images/chroicocephalus_ridibundus/original/187212141.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/187212141.jpg
56,187212091,Chroicocephalus ridibundus,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/chroicocephalus_ridibundus/original/187212091.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/187212091.jpg
57,187212081,Chroicocephalus ridibundus,2019-11-09,11,Seefeldquai,47.3626,8.5468,5.0,data/images/chroicocephalus_ridibundus/original/187212081.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/187212081.jpg
58,187212051,Chroicocephalus ridibundus,2019-11-09,11,Seefeldquai,47.3626,8.5468,5.0,data/images/chroicocephalus_ridibundus/original/187212051.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/187212051.jpg
59,187212001,Chroicocephalus ridibundus,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/chroicocephalus_ridibundus/original/187212001.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/187212001.jpg
60,187211991,Chroicocephalus ridibundus,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/chroicocephalus_ridibundus/original/187211991.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/187211991.jpg
61,187211931,Chroicocephalus ridibundus,2019-11-09,11,Seefeldquai,47.3626,8.5468,3.0,data/images/chroicocephalus_ridibundus/original/187211931.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/187211931.jpg
62,187211911,Chroicocephalus ridibundus,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/chroicocephalus_ridibundus/original/187211911.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/187211911.jpg
65,185121041,Chroicocephalus ridibundus,2019-10-17,10,Faulensee-Bucht,46.6748,7.7056,0.0,data/images/chroicocephalus_ridibundus/original/185121041.jpg,558,620427,169321,data/images/chroicocephalus_ridibundus/cropped/185121041.jpg
66,182750581,Chroicocephalus ridibundus,2019-10-17,10,Frauenwinkel (general area),47.211999999999996,8.7873,4.666666666666667,data/images/chroicocephalus_ridibundus/original/182750581.jpg,406,702165,229885,data/images/chroicocephalus_ridibundus/cropped/182750581.jpg
67,182750561,Chroicocephalus ridibundus,2019-10-17,10,Frauenwinkel (general area),47.211999999999996,8.7873,4.333333333333333,data/images/chroicocephalus_ridibundus/original/182750561.jpg,406,702165,229885,data/images/chroicocephalus_ridibundus/cropped/182750561.jpg
69,181493291,Chroicocephalus ridibundus,2019-09-19,9,Arboretum Zürich,47.3628,8.5363,3.0,data/images/chroicocephalus_ridibundus/original/181493291.jpg,406,682918,246352,data/images/chroicocephalus_ridibundus/cropped/181493291.jpg
70,181367981,Chroicocephalus ridibundus,2019-09-22,9,Embouchure de l'Aubonne,46.4599,6.3913,4.0,data/images/chroicocephalus_ridibundus/original/181367981.jpg,372,519543,145935,data/images/chroicocephalus_ridibundus/cropped/181367981.jpg
71,177237691,Chroicocephalus ridibundus,2019-09-15,9,Parc Mon Repos et de la Perle du Lac,46.2199,6.1521,0.0,data/images/chroicocephalus_ridibundus/original/177237691.jpg,377,500731,119533,data/images/chroicocephalus_ridibundus/cropped/177237691.jpg
72,177043731,Chroicocephalus ridibundus,2019-09-14,9,"CH-Geneva-Rue de Fribourg 16 (46.2113,6.1457)",46.2282,6.1001,0.0,data/images/chroicocephalus_ridibundus/original/177043731.jpg,423,496735,120522,data/images/chroicocephalus_ridibundus/cropped/177043731.jpg
73,177010831,Chroicocephalus ridibundus,2019-08-08,8,Île de Préverenges,46.5074,6.5355,4.0,data/images/chroicocephalus_ridibundus/original/177010831.jpg,372,530681,151077,data/images/chroicocephalus_ridibundus/cropped/177010831.jpg
74,176595981,Chroicocephalus ridibundus,2018-09-03,9,Fanel--Chablais de Cudrefin,46.9777,7.037000000000001,0.0,data/images/chroicocephalus_ridibundus/original/176595981.jpg,429,569441,203038,data/images/chroicocephalus_ridibundus/cropped/176595981.jpg
75,174628431,Chroicocephalus ridibundus,2019-07-19,7,Lütschinendelta,46.691,7.8985,3.0,data/images/chroicocephalus_ridibundus/original/174628431.jpg,564,635177,171190,data/images/chroicocephalus_ridibundus/cropped/174628431.jpg
76,174628421,Chroicocephalus ridibundus,2019-07-19,7,Lütschinendelta,46.691,7.8985,4.0,data/images/chroicocephalus_ridibundus/original/174628421.jpg,564,635177,171190,data/images/chroicocephalus_ridibundus/cropped/174628421.jpg
77,173465981,Chroicocephalus ridibundus,2019-08-13,8,Rorschacher Burcht (general area),47.4897,9.5127,4.0,data/images/chroicocephalus_ridibundus/original/173465981.jpg,396,756289,261947,data/images/chroicocephalus_ridibundus/cropped/173465981.jpg
78,173455691,Chroicocephalus ridibundus,2019-08-13,8,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/chroicocephalus_ridibundus/original/173455691.jpg,396,754797,260774,data/images/chroicocephalus_ridibundus/cropped/173455691.jpg
79,173271931,Chroicocephalus ridibundus,2019-08-18,8,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/chroicocephalus_ridibundus/original/173271931.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/173271931.jpg
80,173271921,Chroicocephalus ridibundus,2019-08-18,8,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/chroicocephalus_ridibundus/original/173271921.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/173271921.jpg
81,173271911,Chroicocephalus ridibundus,2019-08-18,8,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/chroicocephalus_ridibundus/original/173271911.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/173271911.jpg
82,173056771,Chroicocephalus ridibundus,2018-02-24,2,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/chroicocephalus_ridibundus/original/173056771.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/173056771.jpg
83,173056761,Chroicocephalus ridibundus,2018-02-24,2,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/chroicocephalus_ridibundus/original/173056761.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/173056761.jpg
84,172988271,Chroicocephalus ridibundus,2019-08-15,8,"Montreux-ville, Montreux CH-Vaud (46.4296,6.9141)",46.4296,6.9141,5.0,data/images/chroicocephalus_ridibundus/original/172988271.jpg,381,559681,142164,data/images/chroicocephalus_ridibundus/cropped/172988271.jpg
85,171716461,Chroicocephalus ridibundus,2019-07-25,7,Les Grangettes--Lagune des Saviez,46.3947,6.9170000000000025,4.0,data/images/chroicocephalus_ridibundus/original/171716461.jpg,372,559878,138283,data/images/chroicocephalus_ridibundus/cropped/171716461.jpg
86,171716451,Chroicocephalus ridibundus,2019-07-25,7,Les Grangettes--Lagune des Saviez,46.3947,6.9170000000000025,4.0,data/images/chroicocephalus_ridibundus/original/171716451.jpg,372,559878,138283,data/images/chroicocephalus_ridibundus/cropped/171716451.jpg
87,170976681,Chroicocephalus ridibundus,2015-10-26,10,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/chroicocephalus_ridibundus/original/170976681.jpg,318,659782,270592,data/images/chroicocephalus_ridibundus/cropped/170976681.jpg
88,170966051,Chroicocephalus ridibundus,2015-10-22,10,Promenade Robert Hainard,46.7922,6.6425,0.0,data/images/chroicocephalus_ridibundus/original/170966051.jpg,429,539215,182646,data/images/chroicocephalus_ridibundus/cropped/170966051.jpg
89,170499821,Chroicocephalus ridibundus,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/chroicocephalus_ridibundus/original/170499821.jpg,372,499993,117810,data/images/chroicocephalus_ridibundus/cropped/170499821.jpg
90,170499811,Chroicocephalus ridibundus,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/chroicocephalus_ridibundus/original/170499811.jpg,372,499993,117810,data/images/chroicocephalus_ridibundus/cropped/170499811.jpg
91,170212121,Chroicocephalus ridibundus,2019-07-15,7,Golfo di Ascona,46.1523,8.7664,3.0,data/images/chroicocephalus_ridibundus/original/170212121.jpg,193,702575,112069,data/images/chroicocephalus_ridibundus/cropped/170212121.jpg
92,169989291,Chroicocephalus ridibundus,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,4.0,data/images/chroicocephalus_ridibundus/original/169989291.jpg,435,666157,211374,data/images/chroicocephalus_ridibundus/cropped/169989291.jpg
93,169989281,Chroicocephalus ridibundus,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,3.0,data/images/chroicocephalus_ridibundus/original/169989281.jpg,435,666157,211374,data/images/chroicocephalus_ridibundus/cropped/169989281.jpg
94,169761351,Chroicocephalus ridibundus,2019-07-14,7,"Parco della Pace, Locarno, Ticino, CH",46.1593,8.8036,0.0,data/images/chroicocephalus_ridibundus/original/169761351.jpg,193,705435,112897,data/images/chroicocephalus_ridibundus/cropped/169761351.jpg
95,169761341,Chroicocephalus ridibundus,2019-07-14,7,"Parco della Pace, Locarno, Ticino, CH",46.1593,8.8036,0.0,data/images/chroicocephalus_ridibundus/original/169761341.jpg,193,705435,112897,data/images/chroicocephalus_ridibundus/cropped/169761341.jpg
96,169372171,Chroicocephalus ridibundus,2019-07-21,7,Lake Cruise,47.3657,8.541,0.0,data/images/chroicocephalus_ridibundus/original/169372171.jpg,406,683269,246680,data/images/chroicocephalus_ridibundus/cropped/169372171.jpg
97,168199371,Chroicocephalus ridibundus,2019-07-13,7,"Lac Léman, Veytaux CH-Vaud (46,4122,6,9285)",46.4122,6.9285,0.0,data/images/chroicocephalus_ridibundus/original/168199371.jpg,372,560775,140222,data/images/chroicocephalus_ridibundus/cropped/168199371.jpg
98,166553621,Chroicocephalus ridibundus,2019-07-01,7,Jardin Anglais,46.2042,6.152,0.0,data/images/chroicocephalus_ridibundus/original/166553621.jpg,373,500695,117788,data/images/chroicocephalus_ridibundus/cropped/166553621.jpg
99,166280631,Chroicocephalus ridibundus,2019-06-29,6,Promenade Robert Hainard,46.7922,6.6425,0.0,data/images/chroicocephalus_ridibundus/original/166280631.jpg,429,539215,182646,data/images/chroicocephalus_ridibundus/cropped/166280631.jpg
100,166280621,Chroicocephalus ridibundus,2019-06-29,6,Promenade Robert Hainard,46.7922,6.6425,0.0,data/images/chroicocephalus_ridibundus/original/166280621.jpg,429,539215,182646,data/images/chroicocephalus_ridibundus/cropped/166280621.jpg
101,166280601,Chroicocephalus ridibundus,2019-06-29,6,Promenade Robert Hainard,46.7922,6.6425,0.0,data/images/chroicocephalus_ridibundus/original/166280601.jpg,429,539215,182646,data/images/chroicocephalus_ridibundus/cropped/166280601.jpg
102,166280591,Chroicocephalus ridibundus,2019-06-29,6,Promenade Robert Hainard,46.7922,6.6425,0.0,data/images/chroicocephalus_ridibundus/original/166280591.jpg,429,539215,182646,data/images/chroicocephalus_ridibundus/cropped/166280591.jpg
103,166280321,Chroicocephalus ridibundus,2019-06-29,6,Promenade Robert Hainard,46.7922,6.6425,0.0,data/images/chroicocephalus_ridibundus/original/166280321.jpg,429,539215,182646,data/images/chroicocephalus_ridibundus/cropped/166280321.jpg
105,165888661,Chroicocephalus ridibundus,2019-06-26,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/chroicocephalus_ridibundus/original/165888661.jpg,434,666530,211301,data/images/chroicocephalus_ridibundus/cropped/165888661.jpg
106,165594941,Chroicocephalus ridibundus,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/chroicocephalus_ridibundus/original/165594941.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/165594941.jpg
107,165594931,Chroicocephalus ridibundus,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/chroicocephalus_ridibundus/original/165594931.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/165594931.jpg
108,157939341,Chroicocephalus ridibundus,2016-09-13,9,Grindelwald,46.6242,8.0417,0.0,data/images/chroicocephalus_ridibundus/original/157939341.jpg,1048,646188,163838,data/images/chroicocephalus_ridibundus/cropped/157939341.jpg
109,152177131,Chroicocephalus ridibundus,2015-04-02,4,Ouchy,46.5057,6.6273,0.0,data/images/chroicocephalus_ridibundus/original/152177131.jpg,372,537725,150811,data/images/chroicocephalus_ridibundus/cropped/152177131.jpg
110,149721861,Chroicocephalus ridibundus,2013-03-10,3,urich,47.3704,8.5433,0.0,data/images/chroicocephalus_ridibundus/original/149721861.jpg,408,683435,247205,data/images/chroicocephalus_ridibundus/cropped/149721861.jpg
111,148476061,Chroicocephalus ridibundus,2019-03-27,3,Klingnauer Stausee,47.5833,8.2333,3.0,data/images/chroicocephalus_ridibundus/original/148476061.jpg,318,659782,270592,data/images/chroicocephalus_ridibundus/cropped/148476061.jpg
112,148475591,Chroicocephalus ridibundus,2019-04-01,4,Île de Préverenges,46.5074,6.5355,0.0,data/images/chroicocephalus_ridibundus/original/148475591.jpg,372,530681,151077,data/images/chroicocephalus_ridibundus/cropped/148475591.jpg
113,148258111,Chroicocephalus ridibundus,2017-05-15,5,Ville de Montreux,46.4312,6.9109,3.0,data/images/chroicocephalus_ridibundus/original/148258111.jpg,379,559436,142343,data/images/chroicocephalus_ridibundus/cropped/148258111.jpg
114,147909231,Chroicocephalus ridibundus,2019-02-24,2,Zug Stadt,47.1674,8.5137,5.0,data/images/chroicocephalus_ridibundus/original/147909231.jpg,416,681509,224606,data/images/chroicocephalus_ridibundus/cropped/147909231.jpg
115,145954401,Chroicocephalus ridibundus,2019-03-16,3,Île de Préverenges,46.5074,6.5355,0.0,data/images/chroicocephalus_ridibundus/original/145954401.jpg,372,530681,151077,data/images/chroicocephalus_ridibundus/cropped/145954401.jpg
